BBBP,000,/etc/release
BBBP,233,/proc/stat,"intr 168774687 24691744 3 0 0 4 0 0 1 1 0 0 0 4 0 316975 0 2934 752753 12903 0 0 0 0 0 7635391 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 870 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 162886 1 0 0 0 0 0 0 2465628 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"
BBBP,234,/proc/stat,"ctxt 234479277"
BBBP,235,/proc/stat,"btime 1354848754"
BBBP,236,/proc/stat,"processes 53286"
BBBP,237,/proc/stat,"procs_running 2"
BBBP,238,/proc/stat,"procs_blocked 0"
BBBP,239,/proc/stat,"softirq 45880732 0 19247260 9344 2675186 589296 0 7625148 8118247 80708 7535543"
BBBP,240,/proc/version
BBBP,241,/proc/version,"Linux version 3.2.0-34-generic (buildd@allspice) (gcc version 4.6.3 (Ubuntu/Linaro 4.6.3-1ubuntu5) ) #53-Ubuntu SMP Thu Nov 15 10:48:16 UTC 2012"
BBBP,242,/proc/net/dev
BBBP,243,/proc/net/dev,"Inter-|   Receive                                                |  Transmit"
BBBP,244,/proc/net/dev," face |bytes    packets errs drop fifo frame compressed multicast|bytes    packets errs drop fifo colls carrier compressed"
BBBP,245,/proc/net/dev,"    lo: 8587207   44362    0    0    0     0          0         0  8587207   44362    0    0    0     0       0          0"
BBBP,246,/proc/net/dev,"vmnet8:       0       0    0    0    0     0          0         0        0    1979    0    0    0     0       0          0"
BBBP,247,/proc/net/dev,"  eth1:       0       0    0    0    0     0          0         0        0       0    0    0    0     0       0          0"
BBBP,248,/proc/net/dev,"   tun: 146786761  157708    0    0    0     0          0         0 18998425  109544    0    0    0     0       0          0"
BBBP,249,/proc/net/dev,"  eth0: 2799593262 2159220    0    0    0     0          0         0 180773532 1160109    0    0    0     0       0          0"
BBBP,250,/proc/net/dev,"vmnet1:       0       0    0    0    0     0          0         0        0    1979    0    0    0     0       0          0"
BBBP,251,/proc/diskinfo
BBBP,252,/proc/diskstats
BBBP,253,/proc/diskstats,"   1       0 ram0 0 0 0 0 0 0 0 0 0 0 0"
BBBP,254,/proc/diskstats,"   1       1 ram1 0 0 0 0 0 0 0 0 0 0 0"
BBBP,255,/proc/diskstats,"   1       2 ram2 0 0 0 0 0 0 0 0 0 0 0"
BBBP,256,/proc/diskstats,"   1       3 ram3 0 0 0 0 0 0 0 0 0 0 0"
BBBP,257,/proc/diskstats,"   1       4 ram4 0 0 0 0 0 0 0 0 0 0 0"
BBBP,258,/proc/diskstats,"   1       5 ram5 0 0 0 0 0 0 0 0 0 0 0"
BBBP,259,/proc/diskstats,"   1       6 ram6 0 0 0 0 0 0 0 0 0 0 0"
BBBP,260,/proc/diskstats,"   1       7 ram7 0 0 0 0 0 0 0 0 0 0 0"
BBBP,261,/proc/diskstats,"   1       8 ram8 0 0 0 0 0 0 0 0 0 0 0"
BBBP,262,/proc/diskstats,"   1       9 ram9 0 0 0 0 0 0 0 0 0 0 0"
BBBP,263,/proc/diskstats,"   1      10 ram10 0 0 0 0 0 0 0 0 0 0 0"
BBBP,264,/proc/diskstats,"   1      11 ram11 0 0 0 0 0 0 0 0 0 0 0"
BBBP,265,/proc/diskstats,"   1      12 ram12 0 0 0 0 0 0 0 0 0 0 0"
BBBP,266,/proc/diskstats,"   1      13 ram13 0 0 0 0 0 0 0 0 0 0 0"
BBBP,267,/proc/diskstats,"   1      14 ram14 0 0 0 0 0 0 0 0 0 0 0"
BBBP,268,/proc/diskstats,"   1      15 ram15 0 0 0 0 0 0 0 0 0 0 0"
BBBP,269,/proc/diskstats,"   7       0 loop0 0 0 0 0 0 0 0 0 0 0 0"
BBBP,270,/proc/diskstats,"   7       1 loop1 0 0 0 0 0 0 0 0 0 0 0"
BBBP,271,/proc/diskstats,"   7       2 loop2 0 0 0 0 0 0 0 0 0 0 0"
BBBP,272,/proc/diskstats,"   7       3 loop3 0 0 0 0 0 0 0 0 0 0 0"
BBBP,273,/proc/diskstats,"   7       4 loop4 0 0 0 0 0 0 0 0 0 0 0"
BBBP,274,/proc/diskstats,"   7       5 loop5 0 0 0 0 0 0 0 0 0 0 0"
BBBP,275,/proc/diskstats,"   7       6 loop6 0 0 0 0 0 0 0 0 0 0 0"
BBBP,276,/proc/diskstats,"   7       7 loop7 0 0 0 0 0 0 0 0 0 0 0"
BBBP,277,/proc/diskstats,"   8       0 sda 88807 1742 3269810 81452 88106 464728 4385232 299008 0 28532 380320"
BBBP,278,/proc/diskstats,"   8       1 sda1 88476 1711 3266914 81336 83343 464728 4385232 298176 0 27704 379380"
BBBP,279,/proc/diskstats,"   8       2 sda2 165 31 1568 68 0 0 0 0 0 68 68"
BBBP,280,/proc/diskstats,"   8      16 sdb 5911 129 49215 37380 2912 5575 214432 52488 0 10548 89924"
BBBP,281,/proc/diskstats,"   8      32 sdc 7595 229 85224 52112 2819 5666 214432 51324 0 14032 103492"
BBBP,282,/proc/diskstats,"   8      48 sdd 507 2315 4068 628 0 0 0 0 0 492 624"
BBBP,283,/proc/diskstats,"   8      49 sdd1 310 1159 2470 208 0 0 0 0 0 208 208"
BBBP,284,/proc/diskstats,"   8      50 sdd2 165 1153 1318 324 0 0 0 0 0 324 324"
BBBP,285,/proc/diskstats,"  11       0 sr0 0 0 0 0 0 0 0 0 0 0 0"
BBBP,286,/proc/diskstats,"   9       0 md0 13778 0 133863 0 8540 0 213744 0 0 0 0"
BBBP,287,/proc/diskstats,"   8      64 sde 89129 2906 1177668 568040 205869 821400 8159008 8080556 0 728352 8652672"
BBBP,288,/proc/diskstats,"   8      65 sdb1 88964 2906 1176348 567872 197286 821400 8159008 7980064 0 640164 8552024"
BBBP,289,/proc/diskstats," 252       0 dm-0 13735 0 133290 105388 8516 0 213744 806392 0 16904 911784"
BBBP,290,/proc/diskstats,"   8      80 sdf 0 0 0 0 0 0 0 0 0 0 0"
BBBP,291,/proc/partitions
BBBP,292,/proc/partitions,"major minor  #blocks  name"
BBBP,293,/proc/partitions,""
BBBP,294,/proc/partitions,"   8        0  117220824 sda"
BBBP,295,/proc/partitions,"   8        1  102944768 sda1"
BBBP,296,/proc/partitions,"   8        2   14274560 sda2"
BBBP,297,/proc/partitions,"   8       16 1953514584 sdb"
BBBP,298,/proc/partitions,"   8       32 1953514584 sdc"
BBBP,299,/proc/partitions,"   8       48 1953514584 sdd"
BBBP,300,/proc/partitions,"   8       49 1637039533 sdd1"
BBBP,301,/proc/partitions,"   8       50  316472467 sdd2"
BBBP,302,/proc/partitions,"  11        0    1048575 sr0"
BBBP,303,/proc/partitions,"   9        0 1953514496 md0"
BBBP,304,/proc/partitions,"   8       64  293036184 sde"
BBBP,305,/proc/partitions,"   8       65  285793568 sdb1"
BBBP,306,/proc/partitions," 252        0 1953513468 dm-0"
BBBP,307,/proc/1/stat
BBBP,308,/proc/1/stat,"1 (init) S 0 1 1 0 -1 4202752 23823 83442336 23 2334 37 152 2992572 1191242 20 0 1 0 2 25309184 651 18446744073709551615 1 1 0 0 0 0 0 4096 536962595 18446744073709551615 0 0 17 0 0 0 3 0 0"
BBBP,309,/proc/1/statm
BBBP,310,/proc/1/statm,"6179 651 323 38 0 346 0"
BBBP,311,/proc/net/rpc/nfs
BBBP,312,/proc/net/rpc/nfs,"net 0 0 0 0"
BBBP,313,/proc/net/rpc/nfs,"rpc 0 0 0"
BBBP,314,/proc/net/rpc/nfs,"proc2 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"
BBBP,315,/proc/net/rpc/nfs,"proc3 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"
BBBP,316,/proc/net/rpc/nfs,"proc4 37 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"
BBBP,317,/proc/net/rpc/nfsd
BBBP,318,/proc/net/rpc/nfsd,"rc 0 0 1"
BBBP,319,/proc/net/rpc/nfsd,"fh 0 0 0 0 0"
BBBP,320,/proc/net/rpc/nfsd,"io 0 0"
BBBP,321,/proc/net/rpc/nfsd,"th 8 0 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000"
BBBP,322,/proc/net/rpc/nfsd,"ra 32 0 0 0 0 0 0 0 0 0 0 0"
BBBP,323,/proc/net/rpc/nfsd,"net 1 1 0 0"
BBBP,324,/proc/net/rpc/nfsd,"rpc 1 0 0 0 0"
BBBP,325,/proc/net/rpc/nfsd,"proc2 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"
BBBP,326,/proc/net/rpc/nfsd,"proc3 22 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"
BBBP,327,/proc/net/rpc/nfsd,"proc4 2 0 0"
BBBP,328,/proc/net/rpc/nfsd,"proc4ops 59 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"
BBBP,329,ifconfig
BBBP,330,ifconfig,"eth0      Link encap:Ethernet  HWaddr 6c:62:6d:38:33:a1  "
BBBP,331,ifconfig,"          inet addr:192.168.11.108  Bcast:192.168.11.255  Mask:255.255.255.0"
BBBP,332,ifconfig,"          inet6 addr: fe80::6e62:6dff:fe38:33a1/64 Scope:Link"
BBBP,333,ifconfig,"          UP BROADCAST RUNNING MULTICAST  MTU:1500  Metric:1"
BBBP,334,ifconfig,"          RX packets:2159220 errors:0 dropped:0 overruns:0 frame:0"
BBBP,335,ifconfig,"          TX packets:1160109 errors:0 dropped:0 overruns:0 carrier:0"
BBBP,336,ifconfig,"          collisions:0 txqueuelen:1000 "
BBBP,337,ifconfig,"          RX bytes:2799593262 (2.7 GB)  TX bytes:180773532 (180.7 MB)"
BBBP,338,ifconfig,"          Interrupt:80 Base address:0xc000 "
BBBP,339,ifconfig,""
BBBP,340,ifconfig,"eth1      Link encap:Ethernet  HWaddr 6c:62:6d:38:33:a0  "
BBBP,341,ifconfig,"          UP BROADCAST MULTICAST  MTU:1500  Metric:1"
BBBP,342,ifconfig,"          RX packets:0 errors:0 dropped:0 overruns:0 frame:0"
BBBP,343,ifconfig,"          TX packets:0 errors:0 dropped:0 overruns:0 carrier:0"
BBBP,344,ifconfig,"          collisions:0 txqueuelen:1000 "
BBBP,345,ifconfig,"          RX bytes:0 (0.0 B)  TX bytes:0 (0.0 B)"
BBBP,346,ifconfig,"          Interrupt:81 Base address:0xe000 "
BBBP,347,ifconfig,""
BBBP,348,ifconfig,"lo        Link encap:Local Loopback  "
BBBP,349,ifconfig,"          inet addr:127.0.0.1  Mask:255.0.0.0"
BBBP,350,ifconfig,"          inet6 addr: ::1/128 Scope:Host"
BBBP,351,ifconfig,"          UP LOOPBACK RUNNING  MTU:16436  Metric:1"
BBBP,352,ifconfig,"          RX packets:44362 errors:0 dropped:0 overruns:0 frame:0"
BBBP,353,ifconfig,"          TX packets:44362 errors:0 dropped:0 overruns:0 carrier:0"
BBBP,354,ifconfig,"          collisions:0 txqueuelen:0 "
BBBP,355,ifconfig,"          RX bytes:8587207 (8.5 MB)  TX bytes:8587207 (8.5 MB)"
BBBP,356,ifconfig,""
BBBP,357,ifconfig,"tun       Link encap:UNSPEC  HWaddr 00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00  "
BBBP,358,ifconfig,"          inet6 addr: 2001:5c0:1000:a::9bd/128 Scope:Global"
BBBP,359,ifconfig,"          UP POINTOPOINT RUNNING NOARP MULTICAST  MTU:1280  Metric:1"
BBBP,360,ifconfig,"          RX packets:157708 errors:0 dropped:0 overruns:0 frame:0"
BBBP,361,ifconfig,"          TX packets:109544 errors:0 dropped:0 overruns:0 carrier:0"
BBBP,362,ifconfig,"          collisions:0 txqueuelen:500 "
BBBP,363,ifconfig,"          RX bytes:146786761 (146.7 MB)  TX bytes:18998425 (18.9 MB)"
BBBP,364,ifconfig,""
BBBP,365,ifconfig,"vmnet1    Link encap:Ethernet  HWaddr 00:50:56:c0:00:01  "
BBBP,366,ifconfig,"          inet addr:172.16.13.1  Bcast:172.16.13.255  Mask:255.255.255.0"
BBBP,367,ifconfig,"          inet6 addr: fe80::250:56ff:fec0:1/64 Scope:Link"
BBBP,368,ifconfig,"          UP BROADCAST RUNNING MULTICAST  MTU:1500  Metric:1"
BBBP,369,ifconfig,"          RX packets:0 errors:0 dropped:0 overruns:0 frame:0"
BBBP,370,ifconfig,"          TX packets:1979 errors:0 dropped:0 overruns:0 carrier:0"
BBBP,371,ifconfig,"          collisions:0 txqueuelen:1000 "
BBBP,372,ifconfig,"          RX bytes:0 (0.0 B)  TX bytes:0 (0.0 B)"
BBBP,373,ifconfig,""
BBBP,374,ifconfig,"vmnet8    Link encap:Ethernet  HWaddr 00:50:56:c0:00:08  "
BBBP,375,ifconfig,"          inet addr:192.168.91.1  Bcast:192.168.91.255  Mask:255.255.255.0"
BBBP,376,ifconfig,"          inet6 addr: fe80::250:56ff:fec0:8/64 Scope:Link"
BBBP,377,ifconfig,"          UP BROADCAST RUNNING MULTICAST  MTU:1500  Metric:1"
BBBP,378,ifconfig,"          RX packets:0 errors:0 dropped:0 overruns:0 frame:0"
BBBP,379,ifconfig,"          TX packets:1979 errors:0 dropped:0 overruns:0 carrier:0"
BBBP,380,ifconfig,"          collisions:0 txqueuelen:1000 "
BBBP,381,ifconfig,"          RX bytes:0 (0.0 B)  TX bytes:0 (0.0 B)"
BBBP,382,ifconfig,""
BBBP,383,/bin/df-m
BBBP,384,/bin/df-m,"Filesystem         1M-blocks    Used Available Use% Mounted on"
BBBP,385,/bin/df-m,"ddev/sda1              98954   19121     74807  21% /"
BBBP,386,/bin/df-m,"udev                    7918       1      7918   1% /dev"
BBBP,387,/bin/df-m,"tmpfs                   3185       2      3184   1% /run"
BBBP,388,/bin/df-m,"none                       5       0         5   0% /run/lock"
BBBP,389,/bin/df-m,"none                    7962      25      7938   1% /run/shm"
BBBP,390,/bin/df-m,"ddev/sdb1             274716  242319     18443  93% /home"
BBBP,391,/bin/df-m,"ddev/mapper/secure   1877793 1131769    650638  64% /media/secure"
BBBP,392,/bin/mount
BBBP,393,/bin/mount,"ddev/sda1 on / type ext3 (rw,errors=remount-ro)"
BBBP,394,/bin/mount,"proc on /proc type proc (rw,noexec,nosuid,nodev)"
BBBP,395,/bin/mount,"sysfs on /sys type sysfs (rw,noexec,nosuid,nodev)"
BBBP,396,/bin/mount,"none on /sys/fs/fuse/connections type fusectl (rw)"
BBBP,397,/bin/mount,"none on /sys/kernel/debug type debugfs (rw)"
BBBP,398,/bin/mount,"none on /sys/kernel/security type securityfs (rw)"
BBBP,399,/bin/mount,"udev on /dev type devtmpfs (rw,mode=0755)"
BBBP,400,/bin/mount,"devpts on /dev/pts type devpts (rw,noexec,nosuid,gid=5,mode=0620)"
BBBP,401,/bin/mount,"tmpfs on /run type tmpfs (rw,noexec,nosuid,size=10%,mode=0755)"
BBBP,402,/bin/mount,"none on /run/lock type tmpfs (rw,noexec,nosuid,nodev,size=5242880)"
BBBP,403,/bin/mount,"none on /run/shm type tmpfs (rw,nosuid,nodev)"
BBBP,404,/bin/mount,"ddev/sdb1 on /home type ext3 (rw,user_xattr)"
BBBP,405,/bin/mount,"binfmt_misc on /proc/sys/fs/binfmt_misc type binfmt_misc (rw,noexec,nosuid,nodev)"
BBBP,406,/bin/mount,"rpc_pipefs on /run/rpc_pipefs type rpc_pipefs (rw)"
BBBP,407,/bin/mount,"vmware-vmblock on /run/vmblock-fuse type fuse.vmware-vmblock (rw,nosuid,nodev,default_permissions,allow_other)"
BBBP,408,/bin/mount,"nfsd on /proc/fs/nfsd type nfsd (rw)"
BBBP,409,/bin/mount,"gvfs-fuse-daemon on /home/madmaze/.gvfs type fuse.gvfs-fuse-daemon (rw,nosuid,nodev,user=madmaze)"
BBBP,410,/bin/mount,"ddev/mapper/secure on /media/secure type ext4 (rw)"
BBBP,411,/etc/fstab
BBBP,412,/etc/fstab,"# /etc/fstab: static file system information."
BBBP,413,/etc/fstab,"#"
BBBP,414,/etc/fstab,"# Use 'blkid -o value -s UUID' to print the universally unique identifier"
BBBP,415,/etc/fstab,"# for a device; this may be used with UUID= as a more robust way to name"
BBBP,416,/etc/fstab,"# devices that works even if disks are added and removed. See fstab(5)."
BBBP,417,/etc/fstab,"#"
BBBP,418,/etc/fstab,"# <file system> <mount point>   <type>  <options>       <dump>  <pass>"
BBBP,419,/etc/fstab,"proc            /proc           proc    nodev,noexec,nosuid 0       0"
BBBP,420,/etc/fstab,"# / was on /dev/sda2 during installation"
BBBP,421,/etc/fstab,"UUID=b39fd21d-3ae2-4f13-9afd-ca16375dfee9 /               ext3    errors=remount-ro 0       1"
BBBP,422,/etc/fstab,"# /home was on /dev/sda3 during installation"
BBBP,423,/etc/fstab,"UUID=dcfb1969-e516-405e-a3fa-b88e3b0bad47 /home           ext3    defaults,user_xattr        0       2"
BBBP,424,/etc/fstab,"# swap on SSD"
BBBP,425,/etc/fstab,"UUID=dcb56f85-5f16-46a9-8575-769291047062 none            swap    sw              0       0"
BBBP,426,/etc/fstab,"ddev/fd0        /media/floppy0  auto    rw,user,noauto,exec,utf8 0       0"
